datetime,timestamp,mid_price,b_p_0,b_p_1,b_p_2,b_p_3,b_p_4,b_q_0,b_q_1,b_q_2,b_q_3,b_q_4,a_p_0,a_p_1,a_p_2,a_p_3,a_p_4,a_q_0,a_q_1,a_q_2,a_q_3,a_q_4,obi,spread,depth_skew,momentum_10s,future_mid_price,target
2026-04-19 02:29:08.948762178,1776565748.9487622,75479.83,75479.82,75479.81,75479.78,75479.07,75479.06,1.26357,0.00028,7e-05,0.00014,0.08089,75479.83,75479.84,75480.0,75480.28,75480.67,0.56159,0.00077,0.0012,7e-05,0.00242,0.38461285585921234,0.00999999999476131,0.40758765044479334,0.0,75486.18,1
2026-04-19 02:29:09.951120853,1776565749.9511209,75479.83,75479.82,75479.81,75479.78,75479.07,75479.06,1.26346,0.00028,7e-05,0.00014,0.08089,75479.83,75479.84,75480.0,75480.28,75480.67,0.4938,0.0007,0.0012,7e-05,0.00242,0.43798868693306625,0.00999999999476131,0.45937939154544427,0.0,75486.18,1
2026-04-19 02:29:10.987831116,1776565750.987831,75479.83,75479.82,75479.81,75479.78,75479.07,75479.06,1.26353,0.00035,7e-05,0.00014,0.08089,75479.83,75479.84,75480.0,75480.28,75480.67,0.49138,0.0007,0.0012,7e-05,0.00242,0.4399940737701649,0.00999999999476131,0.46133912807279653,0.0,75486.18,1
2026-04-19 02:29:12.011622906,1776565752.011623,75483.88,75483.87,75483.86,75483.84,75481.64,75480.99,3.34141,0.00063,7e-05,0.00158,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.79982,0.00063,8e-05,0.0012,7e-05,0.6137282884553623,0.010000000009313226,0.6131765069134206,5.3656718622674404e-05,75479.83,0
2026-04-19 02:29:12.948273897,1776565752.948274,75483.88,75483.87,75483.86,75483.84,75481.64,75480.99,3.34174,0.00056,7e-05,0.00158,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.79951,0.00063,8e-05,0.0012,7e-05,0.6138798671898581,0.010000000009313226,0.6133214007444198,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:13.957559109,1776565753.957559,75483.88,75483.87,75483.86,75483.84,75481.64,75480.99,3.33284,0.00021,7e-05,0.00158,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.79918,0.00063,8e-05,0.0012,7e-05,0.6131770901399316,0.010000000009313226,0.6125853193840322,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:14.948442221,1776565754.9484422,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38559,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.62419,0.00063,8e-05,0.0012,7e-05,0.6886662111138266,0.010000000009313226,0.6880877899099387,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:15.947812080,1776565755.947812,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38359,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.62708,0.00063,8e-05,0.0012,7e-05,0.6872941428738839,0.010000000009313226,0.6867176469709383,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:17.029486179,1776565757.0294862,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38858,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.33996,0.00063,8e-05,0.0012,7e-05,0.8176444399148192,0.010000000009313226,0.816840752048851,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:17.948198795,1776565757.9481988,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38857,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.33853,0.0007,8e-05,0.0012,7e-05,0.8183413377693113,0.010000000009313226,0.8175022706386992,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:18.975007057,1776565758.975007,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38857,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.3397,0.0007,8e-05,0.0012,7e-05,0.817770708666486,0.010000000009313226,0.8169327190914936,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:19.948129892,1776565759.94813,75483.88,75483.87,75483.86,75483.84,75482.82,75482.51,3.38857,0.00014,7e-05,0.003,7e-05,75483.88,75483.89,75483.98,75484.0,75484.01,0.33922,0.0007,8e-05,0.0012,7e-05,0.8180047695819775,0.010000000009313226,0.8171663380764614,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:21.022954941,1776565761.022955,75483.88,75483.87,75483.86,75483.84,75483.78,75481.67,1.65357,0.00049,7e-05,0.00264,0.00014,75483.88,75483.89,75483.98,75484.0,75484.01,1.13628,0.00063,8e-05,0.0012,7e-05,0.18541857089090813,0.010000000009313226,0.18555222043739739,5.3656718622674404e-05,75477.49,0
2026-04-19 02:29:21.948571920,1776565761.948572,75483.88,75483.87,75483.86,75483.84,75483.78,75481.67,1.94339,0.00042,7e-05,0.00264,0.00014,75483.88,75483.89,75483.98,75484.0,75484.01,0.72848,0.00063,8e-05,0.0012,7e-05,0.4547040088028234,0.010000000009313226,0.4542941668658858,0.0,75477.49,0
2026-04-19 02:29:22.948411942,1776565762.948412,75483.88,75483.87,75483.86,75483.84,75483.78,75482.82,1.96302,0.00014,7e-05,0.00264,0.003,75483.88,75483.89,75483.98,75484.0,75484.01,0.49903,0.0007,8e-05,0.0012,7e-05,0.5946223675392457,0.010000000009313226,0.5942589930970262,0.0,75477.49,0
2026-04-19 02:29:23.992790937,1776565763.992791,75483.88,75483.87,75483.86,75483.84,75483.78,75482.83,2.06556,0.00014,7e-05,0.00264,0.00014,75483.88,75483.89,75483.98,75484.0,75484.01,0.33384,0.0007,8e-05,0.0012,7e-05,0.7217304326081521,0.010000000009313226,0.7206085408660644,0.0,75477.49,0
2026-04-19 02:29:25.016862869,1776565765.0168629,75483.88,75483.87,75483.86,75483.84,75483.78,75482.82,2.01299,0.00014,7e-05,0.00264,0.003,75483.88,75483.89,75483.98,75484.0,75484.01,0.33377,0.00063,8e-05,0.0012,7e-05,0.7155482452402462,0.010000000009313226,0.7148123452490667,0.0,75481.99,0
2026-04-19 02:29:26.041115999,1776565766.041116,75485.08,75485.07,75485.06,75484.71,75484.02,75484.01,4.28255,0.00865,0.003,7e-05,0.36926,75485.08,75485.09,75485.53,75485.54,75485.76,0.01414,0.00042,7e-05,0.00133,7e-05,0.9934181893504068,0.00999999999476131,0.9931489285317424,1.5897433995215593e-05,75487.99,1
2026-04-19 02:29:26.962280989,1776565766.962281,75486.18,75486.18,75486.17,75485.86,75485.84,75485.75,4.39614,0.00014,0.6459,0.00014,0.86524,75486.19,75486.2,75486.74,75486.84,75487.65,0.00159,0.00063,8e-05,8e-05,7e-05,0.9992768996732404,0.010000000009313226,0.9991708981879897,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:27.948111773,1776565767.9481118,75486.18,75486.18,75486.17,75486.06,75486.04,75485.75,4.39153,0.00014,0.64987,0.00014,0.86524,75486.19,75486.2,75486.29,75486.74,75486.84,0.00397,0.00063,7e-05,8e-05,8e-05,0.9981936070981686,0.010000000009313226,0.9983659660844927,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:29.010298014,1776565769.010298,75486.18,75486.18,75486.17,75485.77,75485.76,75485.75,2.19713,0.0032,0.00014,0.20044,0.59132,75486.19,75486.2,75486.74,75486.84,75487.65,1.37682,0.00063,8e-05,8e-05,7e-05,0.22952475552260107,0.010000000009313226,0.3694698517818445,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:30.034161806,1776565770.0341618,75486.18,75486.18,75486.17,75485.77,75485.76,75485.75,2.19615,0.01234,0.00014,0.13916,0.39929,75486.19,75486.2,75486.74,75486.84,75487.65,1.37674,0.00063,8e-05,8e-05,7e-05,0.22934095368175336,0.010000000009313226,0.332020908288643,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:30.955945015,1776565770.955945,75486.18,75486.18,75486.17,75485.77,75485.76,75485.75,2.19543,0.01234,0.00014,0.13916,0.39796,75486.19,75486.2,75486.74,75486.84,75487.65,1.37666,0.00063,8e-05,8e-05,7e-05,0.22921314972467097,0.010000000009313226,0.3317145941225697,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:31.948187828,1776565771.9481878,75486.18,75486.18,75486.17,75485.77,75485.76,75485.75,2.19143,0.01234,0.00014,0.13916,0.39796,75486.19,75486.2,75486.74,75486.84,75487.65,1.48896,0.00063,8e-05,8e-05,7e-05,0.19086835905977353,0.010000000009313226,0.295734899606462,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:32.948409081,1776565772.948409,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.53329,0.01206,0.00014,0.01519,0.00026,75486.19,75486.2,75486.6,75486.74,75486.84,1.69888,0.00077,0.003,8e-05,8e-05,-0.051231834959176006,0.010000000009313226,-0.04346840291076214,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:33.948580027,1776565773.94858,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.98161,0.01213,0.00014,0.01519,0.00026,75486.19,75486.2,75486.6,75486.74,75486.84,1.78303,0.00077,0.003,8e-05,8e-05,0.052748735602873104,0.010000000009313226,0.05857560934491305,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:34.949007988,1776565774.949008,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.98358,0.01234,0.00014,0.01519,0.00026,75486.19,75486.2,75486.74,75486.84,75487.65,1.48642,0.00063,8e-05,8e-05,7e-05,0.1432737752161383,0.010000000009313226,0.1498317989933662,3.0470081823885664e-05,75487.99,1
2026-04-19 02:29:35.948515892,1776565775.948516,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.73591,0.01234,0.00014,0.01519,0.00026,75486.19,75486.2,75486.74,75486.84,75487.65,1.63676,0.00049,8e-05,8e-05,7e-05,0.02939807333655533,0.010000000009313226,0.03715028283137129,1.4572416164870816e-05,75487.99,1
2026-04-19 02:29:36.948002100,1776565776.948002,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.56478,0.01234,0.00014,0.01519,0.00026,75486.19,75486.2,75486.74,75486.84,75487.65,1.63904,0.00042,8e-05,8e-05,7e-05,-0.02317858056944522,0.010000000009313226,-0.014534092315307586,0.0,75487.99,1
2026-04-19 02:29:37.948434114,1776565777.948434,75486.18,75486.18,75486.17,75485.77,75485.76,75485.53,1.56653,0.00977,0.00278,0.01519,0.00026,75486.19,75486.2,75486.74,75486.84,75487.65,1.63658,0.00042,8e-05,8e-05,7e-05,-0.02186937070534573,0.010000000009313226,-0.013212614798128628,0.0,75476.01,0
2026-04-19 02:29:38.948021889,1776565778.948022,75486.18,75486.18,75486.17,75485.77,75485.53,75485.52,1.02447,0.0097,0.00264,7e-05,7e-05,75486.19,75486.2,75486.44,75486.6,75486.74,1.74113,0.00021,0.00019,0.003,8e-05,-0.2591336418860284,0.010000000009313226,-0.2544111937186327,0.0,75475.23,0
2026-04-19 02:29:39.967376947,1776565779.967377,75486.18,75486.18,75486.17,75485.77,75485.53,75485.52,1.02447,0.0097,0.00264,7e-05,7e-05,75486.19,75486.2,75486.44,75486.6,75486.74,1.89977,0.00021,0.00019,0.003,8e-05,-0.2993256367466418,0.010000000009313226,-0.2946398204203795,0.0,75470.99,0
